conflict_id,dyad_id,negotiation_id,side_a,side_b,description,location_negotiations,start_negotiations_year,start_negotiations_month,end_negotiations_year,end_negotiations_month,third_party,local_ngo,international_ngo,regional_organization,un,foreign_government,individual,national_committee,language_organization,other,bilateral_negotiations,mediated_negotiations,agreement,peace_agreement,ceasefire,agreement_name,date_agreement_year,date_agreement_month,date_agreement_day,best_fatality_estimate,active,low,none
309,664,664-1,Sudan,NDA,"After the successful military coup of 30 June 1989, which replaced President Ahmed Ali al-Mirghani with President Omar el-Bashir, all political parties were banned, and strict Islamic legal codes were enforced. The coup led to the formation of an umbrella opposition group called the National Democratic Alliance (NDA). In 1990, the SPLM/A joined the NDA, which at the time was a non-militant opposition group. The NDA aimed to remove the regime and set up a democratic system in Sudan. The NDA further envisioned that as part of this new democratic system the people in the South would have the right to a referendum on self-determination. The NDA was fairly loosely organised, composed of a variety of different entities such as civil society organisations, as well as rebel groups. Groups taking part in the alliance have on several occasions acted on their own, both when it comes to negotiations with and fighting against the government. Until 1996, the NDA was a solely political platform, but in September 1996, the NDA decided to set up a joint military force. After this point the NDA was both an umbrella organisation and an organisation with its own military and commanders fighting under the NDA banner. The Sudan peace process led by the Intergovernmental Authority on Development (IGAD) solely included the government and the SPLM/A. Hence, the NDA as an alliance was excluded from all negotiations mediated by IGAD.  In July 1999, Libyan leader of state Muammar al-Gaddafi proposed a conference on national dialogue at a NDA meeting in Tripoli. Both the NDA leadership and the Sudanese government accepted to engage in negotiations mediated by Libya and Egypt. A five-point peace plan was subsequently presented by Libya and Egypt, which included the whole NDA in the process. This plan was welcomed by the NDA as the best comprehensive political solution to the civil war. The Government of Sudan also approved of the five-point plan. The Libyan-Egyptian peace initiative faced great obstacles due to Egypt’s opposition to self-determination for the south, which was one of the cornerstones of the IGAD peace process. Nevertheless, SPLM/A leader John Garang expressed his support for the Libyan-Egyptian initiative in principle, but called for a coordination with the IGAD process. In spite of the acceptance of the peace plan, no direct negotiations between the NDA and the Government of Sudan took place as part this initiative. No negotiations or mediation took place in 1999. Egypt mediated between the adversaries through separate meetings with representatives from the Government of Sudan and the leaders of the NDA. A round of shuttle negotiations between the conflict parties, mediated by Egypt, took place in Cairo in the spring of 2000. ",Egypt,2000,4,2000,4,Egypt,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,911,1,0,0
309,664,664-2,Sudan,NDA,Another round of Egypt-mediated shuttle negotiations took place in Cairo in the summer of 2000.,Egypt,2000,6,2000,8,Egypt,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,911,1,0,0
309,664,664-3,Sudan,NDA,"A round of negotiations between the NDA and the Sudanese government, mediated by Saudi Arabia, in early December led to the conclusion of a framework agreement in Jeddah on 4 December 2003.",Saudi Arabia,2003,12,2003,12,Saudi Arabia,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
309,664,664-4,Sudan,NDA,A round of negotiations between NDA and the Government of Sudan took place in Cairo in October in 2004 under the auspices of Egypt. The negotiations continued with different rounds throughout the year.,Egypt,2004,10,2004,10,Egypt,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
309,664,664-5,Sudan,NDA,"Following a round of negotiations from 14 to 16 January 2005, under the auspices of the Government of Egypt, the conflict parties signed a peace process agreement in Cairo on 16 January 2005. This framework agreement outlined the issues involved in reaching a comprehensive peace and complements the SPLM/A peace agreement of the same month and year. It calls for abolishing emergency laws and statutes restricting freedoms, establishing new laws for Sudanese political parties, methods of allowing for power sharing, and the dissolution of NDA forces. The agreement set up a number of commissions to discuss these issues in order to reach a comprehensive peace agreement. ",Egypt,2005,1,2005,1,Egypt,0,0,0,0,1,0,0,0,0,0,1,1,1,0,Peace Agreement,2005,1,16,0,0,0,1
309,664,664-6,Sudan,NDA,"A round of negotiations in June 2005 subsequently led to the signing of a full peace agreement on 18 June 2005, referred to as the Cairo Agreement. ",Egypt,2005,6,2005,6,Egypt,0,0,0,0,1,0,0,0,0,0,1,1,1,0,Cairo Agreement,2005,6,18,0,0,0,1
309,664,664-7,Sudan,NDA,"On 22 September 2005, the NDA joined the Government of National Unity and the parliament of Sudan following discussions between June and August 2005 on the basis of the Cairo agreement.",,2005,6,2005,8,Egypt,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
309,664,664-8,Sudan,NDA,"The Government of Sudan and NDA held another round of talks in June 2006 about the implementation of the peace agreement signed in Cairo in June 2005. The meeting reviewed the jurisdictions of all the committees, which include the political committee, the legal committee, and the committee established to compensate and undo injustice. The conflict parties agreed that the implementation was to be carried out soon and that a timetable needed to be set for the committees to complete their work.",,2006,6,2006,6,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,0,0,0,1
309,665,665-2,Sudan,JEM,"In late 2002, the Sudan Liberation Movement/Army (SLM/A) and the Justice and Equality Movement (JEM) took up arms against the Sudanese government. The JEM leadership expressed in December 2003 that they were prepared to hold separate negotiations with the government in the presence of international observers. In spite of this statement, no negotiations were initiated. Vice-President Taha and Ahmed Ibrahim Diraige, a prominent former governor of Darfur and exiled opposition leader at the time the war broke out, manged to estalblish contacts with the JEM and the SLM/A in Nairobi in January 2004. This led to pre-negotiations on initiating formal negotiations in Geneva in mid-February 2004 on opening up the Darfur region to humanitarian assistance. ",Switzerland,2004,2,2004,2,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,37,1,0,0
309,665,665-3,Sudan,JEM,"The armed opposition groups agreed to this, but the Sudanese government suddenly aborted these talks.” In late March 2004, peace talks between the Government of Sudan and the two rebel groups SLM/A and JEM began in N’djamena in Chad. Chad mediated these negotiations. However, both the SLM/A and JEM were dissatisfied with the mediation by Chad, whom they considered too biased towards the Government of Sudan. The Government of Sudan initially refused to hold face-to-face talks. Yet, when the SLM/A threatened to walk out of the negotiations, the Government of Sudan gave in and sat down with the rebels.",Chad,2004,3,2004,3,Chad,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,37,1,0,0
309,665,665-4,Sudan,JEM,"The negotiations that started in late March 2004 led to the signing of the N’djamena Humanitarian Ceasefire Agreement on 8 April 2004, stipulating among others a 45-day cessation of hostilities, the release of prisoners of war, and the facilitation of humanitarian access to Darfur. The ceasefire agreement also called for the deployment of a monitoring team to observe compliance with the ceasefire. The Government of Sudan also committed to neutralizing the armed militias during the negotiations. All parties violated the ceasefire agreement at numerous occasions throughout the year. ",Chad,2004,4,2004,4,Chad; AU,0,0,1,0,1,0,0,0,0,0,1,1,0,1,N’djamena Humanitarian Ceasefire Agreement,2004,4,8,37,1,0,0
309,665,665-5,Sudan,JEM,"In early March 2004, senior AU officials held consultations with Sudanese government officials in Khartoum to discuss mediation by the AU. On the basis of these consultations, the AU initiated pre-negotiations between the Government of Sudan on the one side and the SLM/A and JEM on the other side in May 2004. The director of the AU Department of Peace and Security, Ambassador Sam Ibok, had been mandated by the AU Chairperson and President of Mali, Alpha Konaré, to act as the AU chief mediator at these talks.  ",,2004,5,2004,5,AU,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,37,1,0,0
309,665,665-6,Sudan,JEM,"The talks in May 2004 resulted in an agreement on the establishment of a Ceasefire Commission and the deployment of 130 observers in Darfur that were stationed at five locations in Darfur and one location in Chad. The observers came from AU countries, but also from the US, the EU, and the warring parties themselves. The documents were signed at Abuja on 28 May. ",,2004,5,2004,5,AU,0,0,1,0,0,0,0,0,0,0,1,1,1,0,Peace Agreement,2004,5,28,37,1,0,0
309,665,665-7,Sudan,JEM,The parties met for a first round of negotiations in Addis Ababa at the AU headquarters between 15 and 17 July 2004. ,Ethiopia,2004,7,2004,7,AU ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,37,1,0,0
309,665,665-8,Sudan,JEM,"The director of the AU Department of Peace and Security, Ambassador Sam Ibok, had been mandated by the AU Chairperson and President of Mali, Alpha Konaré, to act as the AU chief mediator at these talks. The talks in May 2004 resulted in an agreement on the establishment of a Ceasefire Commission and the deployment of 130 observers in Darfur that were stationed at five locations in Darfur and one location in Chad. The observers came from AU countries, but also from the US, the EU, and the warring parties themselves. The documents were signed at Abuja on 28 May.   The second round of what came to be known as the Abuja talks started in Abuja on 23 August under the auspices of President Olusegun Obasanjo, the chairman of the AU. These talks resulted in the Protocol on the Improvement of the Humanitarian Situation in Darfur, signed on 1 September by the Government of Sudan, the SLM/A, and the JEM. This round of negotiations ended on 17 September.  ",Nigeria,2004,8,2004,9,AU ,0,0,1,0,0,0,0,0,0,0,1,1,1,0,Protocol on the Improvement of the Humanitarian Situation in Darfur,2004,9,1,37,1,0,0
309,665,665-9,Sudan,JEM,"The third round of Abuja talks started on 21 October, resulting in the signing of the Humanitarian and Security Protocols on 9 November.",Nigeria,2004,10,2004,10,AU,0,0,1,0,0,0,0,0,0,0,1,1,1,0,Humanitarian and Security Protocols,2004,10,21,37,1,0,0
309,665,665-10,Sudan,JEM,"The parties met between 11 and 21 December for the fourth round of the Abuja talks, which ended with a promise of the conflict parties to commit to the ceasefire agreement signed on 8 April and the Humanitarian and Security Protocols from November, as well as a promise to seek a peaceful solution to the conflict.",Nigeria,2004,12,2005,4,AU ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,37,1,0,0
309,665,665-11,Sudan,JEM,"The first meeting in 2005, held in Chad in February, was supervised by Chadian President Idriss Deby and attended by international mediators and the Chairperson of the African Union Commission Alpha Oumar Konaré.",Chad,2005,2,2005,2,AU; Chad,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
309,665,665-12,Sudan,JEM,"In May 2005, Salim Ahmed Salim, the former Secretary-General of the Organization of African Unity, was appointed as the AU Special Envoy for the Darfur Talks and chief mediator. Salim Ahmed Salim mediated a round of negotiations in Abuja between 10 June and 5 July 2005. This round of negotiations led to the signing of the “Declaration of Principles” on 5 July 2005, after more than three weeks of negotiating. The declaration included provisions for refugees to return home and new security arrangements. It also committed the signatories to respect the different ethnic and religious groups in Sudan and work towards an equitable distribution of national wealth. ",Nigeria,2005,5,2005,7,AU ,0,0,1,0,0,0,0,0,0,0,1,1,1,0,Declaration of Principles,2005,7,5,0,0,0,1
309,665,665-13,Sudan,JEM,"A sixth round of AU-sponsored peace talks began in September. Yet, these negotiations were plagued by rebel divisions and violence on the ground. The sixth round ended 20 October 2005.  ",Nigeria,2005,9,2005,10,AU,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
309,665,665-14,Sudan,JEM,"The seventh and final round of talks mediated by the AU started in Abuja on 29 November 2005. From the start of the seventh round of talks, the pressure on the conflict parties to sign a peace agreement steadily increased. The Western governments funding the peace process warned the parties that funding for the peace process could dry up in the absence of progress during the talks. The meetings of the seventh round of negotiations were held at different locations, but finished again in Abuja. The negotiations took place within three categories: power sharing, wealth sharing, and security arrangements. On the basis of the bilateral consultations and plenary sessions on these three categories which had been ongoing for more than five months, the AU mediation team submitted to the parties a draft peace agreement for the parties to sign in late April 2006. ",Nigeria,2005,11,2006,4,AU,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
309,665,665-15,Sudan,JEM,"A number of high-profile diplomats arrived in Abuja on 2 May 2006 in order to force a breakthrough in the negotiations. US Deputy Secretary of State Robert Zoellick and British Secretary of State for International Development Hilary Benn took over the mediation process in this final stage of the seventh round of the Abuja peace talks. Only two 48-hr extensions to the talks’ deadline were subsequently allowed. The US mediation team promised the rebel leaders that if they signed the Darfur Peace Agreement (DPA), the US would guarantee its implementation. To back-up this promise, Zoellick carried personal letters with him from President George W. Bush assuring the rebel leaders of the US’s commitment to the DPA. In addition, the UN Security Council had imposed an arms embargo on all non-governmental entities operating in Darfur in July 2004. This sanctions regime was strengthened with the adoption of resolution 1591 in March 2005, which expanded the scope of arms embargo to also include all the parties to the N’djamena Ceasefire Agreement and any other belligerents, as well as imposed a travel ban and an assets freeze on individuals designated by the UN Sanctions Committee. In spite of the pressure put on the conflict parties to sign the peace agreement, the JEM and the SLM/A led by Abdul Wahid refused to sign the agreement, leaving the SLM/A led by Minni Minnawi as the only rebel party that signed the DPA on 5 May 2006. From the signing of the DPA on 5 May 2006 onwards, AU mediators Alex de Waal and Sam Ibok met with SLM/A leader Abdul Wahid several times a day to get clarity on his objections to the DPA. They encouraged him to write to Salim Ahmed Salim a letter in which he could specify on what was needed in order for him to sign the DPA. In his letter send to Salim on 10 May, Abdul Wahid proposed to conclude a ‘supplementary agreement’ to the DPA, demanding greater representation at the legislature and executive bodies of Darfur, as well as a larger compensation fund for Darfur. However, Salim knew that the chief government negotiator, Majzoub El Khalifa, would reject this option, instead insisting that Abdul Wahid had to sign the DPA first, after which some of the remaining issues could be negotiated. Consequently, on 13 May 2006, Salim replied to Wahid that the AU could not re-open negotiations on the DPA, but was willing to support the conflict parties in implementing the agreement. Sam Ibok subsequently tried to persuade Wahid that the AU’s insistence on implementation rather than concluding a supplementary agreement would still allow Wahid to get what he wanted. Ibok’s effort to persuade Wahid did not work. Wahid kept insisting on a supplementary agreement. The AU Peace and Security Council decided on 16 May 2006 that the non-signatory groups would have another two weeks to sign the DPA.",Nigeria,2006,5,2006,5,AU; US; UK,0,0,1,0,1,0,0,0,0,0,1,1,1,0,Darfur Peace Agreement ,2006,5,5,0,0,0,1
